"Date","Year","Month","Day","Solar Radiation (W/m^2)"
1980-01-01,1980,1,1,-12.266300201416
1980-01-02,1980,1,2,-5.51520013809204
1980-01-03,1980,1,3,-3.62660002708435
1980-01-04,1980,1,4,-2.70880007743835
1980-01-05,1980,1,5,-2.66359996795654
1980-01-06,1980,1,6,-3.9326000213623
1980-01-07,1980,1,7,-1.08169996738434
1980-01-08,1980,1,8,-3.71560001373291
1980-01-09,1980,1,9,-7.03919982910156
1980-01-10,1980,1,10,-5.6331000328064
1980-01-11,1980,1,11,-4.25950002670288
1980-01-12,1980,1,12,0.0292000006884336
1980-01-13,1980,1,13,6.36059999465942
1980-01-14,1980,1,14,-3.59240007400513
1980-01-15,1980,1,15,-7.89599990844727
1980-01-16,1980,1,16,-2.81699991226196
1980-01-17,1980,1,17,-5.67749977111816
1980-01-18,1980,1,18,-5.77299976348877
1980-01-19,1980,1,19,-2.97329998016357
1980-01-20,1980,1,20,-4.85629987716675
1980-01-21,1980,1,21,-1.53340005874634
1980-01-22,1980,1,22,3.88989996910095
1980-01-23,1980,1,23,-1.15369999408722
1980-01-24,1980,1,24,0.11710000038147
1980-01-25,1980,1,25,-4.75279998779297
1980-01-26,1980,1,26,-2.08189988136292
1980-01-27,1980,1,27,-1.12650001049042
1980-01-28,1980,1,28,-5.32469987869263
1980-01-29,1980,1,29,-4.02419996261597
1980-01-30,1980,1,30,0.84280002117157
1980-01-31,1980,1,31,-0.358700007200241
1980-02-01,1980,2,1,-0.523500025272369
1980-02-02,1980,2,2,1.9782999753952
1980-02-03,1980,2,3,-1.817999958992
1980-02-04,1980,2,4,2.29789996147156
1980-02-05,1980,2,5,13.8751001358032
1980-02-06,1980,2,6,32.1383018493652
1980-02-07,1980,2,7,28.1781005859375
1980-02-08,1980,2,8,15.0862998962402
1980-02-09,1980,2,9,26.525899887085
1980-02-10,1980,2,10,25.2287006378174
1980-02-11,1980,2,11,27.6408996582031
1980-02-12,1980,2,12,23.657600402832
1980-02-13,1980,2,13,13.8753995895386
1980-02-14,1980,2,14,-3.88199996948242
1980-02-15,1980,2,15,-3.57329988479614
1980-02-16,1980,2,16,-1.92089998722076
1980-02-17,1980,2,17,-0.801500022411346
1980-02-18,1980,2,18,-1.30139994621277
1980-02-19,1980,2,19,-5.97200012207031
1980-02-20,1980,2,20,-2.76550006866455
1980-02-21,1980,2,21,-0.249799996614456
1980-02-22,1980,2,22,-0.866500020027161
1980-02-23,1980,2,23,-1.55169999599457
1980-02-24,1980,2,24,3.7846999168396
1980-02-25,1980,2,25,3.3150999546051
1980-02-26,1980,2,26,7.53299999237061
1980-02-27,1980,2,27,18.0275001525879
1980-02-28,1980,2,28,4.92710018157959
1980-02-29,1980,2,29,5.91690015792847
1980-03-01,1980,3,1,16.6410999298096
1980-03-02,1980,3,2,0.104099996387959
1980-03-03,1980,3,3,-6.82950019836426
1980-03-04,1980,3,4,-9.6023998260498
1980-03-05,1980,3,5,-3.14869999885559
1980-03-06,1980,3,6,-8.71619987487793
1980-03-07,1980,3,7,-5.31440019607544
1980-03-08,1980,3,8,1.76310002803802
1980-03-09,1980,3,9,1.33239996433258
1980-03-10,1980,3,10,2.52629995346069
1980-03-11,1980,3,11,1.96979999542236
1980-03-12,1980,3,12,-6.55569982528687
1980-03-13,1980,3,13,0.371300011873245
1980-03-14,1980,3,14,5.03229999542236
1980-03-15,1980,3,15,0.935899972915649
1980-03-16,1980,3,16,-1.4650000333786
1980-03-17,1980,3,17,3.83640003204346
1980-03-18,1980,3,18,2.14919996261597
1980-03-19,1980,3,19,2.48370003700256
1980-03-20,1980,3,20,2.9695999622345
1980-03-21,1980,3,21,2.57870006561279
1980-03-22,1980,3,22,3.11870002746582
1980-03-23,1980,3,23,4.92080020904541
1980-03-24,1980,3,24,7.70909976959229
1980-03-25,1980,3,25,1.21899998188019
1980-03-26,1980,3,26,2.73270010948181
1980-03-27,1980,3,27,20.1131000518799
1980-03-28,1980,3,28,30.5319995880127
1980-03-29,1980,3,29,37.8200988769531
1980-03-30,1980,3,30,50.1158981323242
1980-03-31,1980,3,31,63.7006988525391
1980-04-01,1980,4,1,39.290901184082
1980-04-02,1980,4,2,55.8849983215332
1980-04-03,1980,4,3,20.8323001861572
1980-04-04,1980,4,4,19.8955993652344
1980-04-05,1980,4,5,6.49289989471436
1980-04-06,1980,4,6,-3.7007999420166
1980-04-07,1980,4,7,-3.14569997787476
1980-04-08,1980,4,8,9.69929981231689
1980-04-09,1980,4,9,50.4407997131348
1980-04-10,1980,4,10,56.7164001464844
1980-04-11,1980,4,11,60.7582015991211
1980-04-12,1980,4,12,66.6044998168945
1980-04-13,1980,4,13,86.0510025024414
1980-04-14,1980,4,14,77.6660995483398
1980-04-15,1980,4,15,68.4033966064453
1980-04-16,1980,4,16,80.9580001831055
