"Date","Year","Month","Day","Solar Radiation (W/m^2)"
1980-01-01,1980,1,1,-8.87730026245117
1980-01-02,1980,1,2,-5.45380020141602
1980-01-03,1980,1,3,-4.69990015029907
1980-01-04,1980,1,4,-2.99629998207092
1980-01-05,1980,1,5,3.61809992790222
1980-01-06,1980,1,6,5.17519998550415
1980-01-07,1980,1,7,9.13549995422363
1980-01-08,1980,1,8,8.71339988708496
1980-01-09,1980,1,9,5.74389982223511
1980-01-10,1980,1,10,-4.66660022735596
1980-01-11,1980,1,11,-4.66179990768433
1980-01-12,1980,1,12,14.0780000686646
1980-01-13,1980,1,13,30.2262001037598
1980-01-14,1980,1,14,17.6546993255615
1980-01-15,1980,1,15,-4.20020008087158
1980-01-16,1980,1,16,-1.25569999217987
1980-01-17,1980,1,17,-4.03229999542236
1980-01-18,1980,1,18,-7.33529996871948
1980-01-19,1980,1,19,-4.26219987869263
1980-01-20,1980,1,20,-5.51170015335083
1980-01-21,1980,1,21,-1.91820001602173
1980-01-22,1980,1,22,1.23389995098114
1980-01-23,1980,1,23,5.25279998779297
1980-01-24,1980,1,24,7.24079990386963
1980-01-25,1980,1,25,7.05970001220703
1980-01-26,1980,1,26,4.66499996185303
1980-01-27,1980,1,27,4.54909992218018
1980-01-28,1980,1,28,-5.40140008926392
1980-01-29,1980,1,29,-4.62639999389648
1980-01-30,1980,1,30,-1.54050004482269
1980-01-31,1980,1,31,-2.06929993629456
1980-02-01,1980,2,1,-1.37919998168945
1980-02-02,1980,2,2,3.76839995384216
1980-02-03,1980,2,3,5.53140020370483
1980-02-04,1980,2,4,30.9853992462158
1980-02-05,1980,2,5,46.619800567627
1980-02-06,1980,2,6,46.0959014892578
1980-02-07,1980,2,7,37.1543006896973
1980-02-08,1980,2,8,25.2730007171631
1980-02-09,1980,2,9,37.0919990539551
1980-02-10,1980,2,10,37.8311004638672
1980-02-11,1980,2,11,40.0825004577637
1980-02-12,1980,2,12,38.9042015075684
1980-02-13,1980,2,13,17.0835990905762
1980-02-14,1980,2,14,-1.72529995441437
1980-02-15,1980,2,15,3.43330001831055
1980-02-16,1980,2,16,2.76060009002686
1980-02-17,1980,2,17,4.56909990310669
1980-02-18,1980,2,18,13.0795001983643
1980-02-19,1980,2,19,-4.16580009460449
1980-02-20,1980,2,20,-3.8914999961853
1980-02-21,1980,2,21,-2.34270000457764
1980-02-22,1980,2,22,-2.79019999504089
1980-02-23,1980,2,23,-2.41950011253357
1980-02-24,1980,2,24,1.32529997825623
1980-02-25,1980,2,25,12.1541996002197
1980-02-26,1980,2,26,43.2155990600586
1980-02-27,1980,2,27,30.9451999664307
1980-02-28,1980,2,28,8.59099960327148
1980-02-29,1980,2,29,16.6986999511719
1980-03-01,1980,3,1,25.3675003051758
1980-03-02,1980,3,2,24.3733997344971
1980-03-03,1980,3,3,-6.04489994049072
1980-03-04,1980,3,4,-5.62109994888306
1980-03-05,1980,3,5,0.880999982357025
1980-03-06,1980,3,6,-7.46719980239868
1980-03-07,1980,3,7,-7.06979990005493
1980-03-08,1980,3,8,0.295399993658066
1980-03-09,1980,3,9,3.02209997177124
1980-03-10,1980,3,10,6.21049976348877
1980-03-11,1980,3,11,10.5831003189087
