"Date","Year","Month","Day","Solar Radiation (W/m^2)"
1980-01-01,1980,1,1,-10.2538003921509
1980-01-02,1980,1,2,-6.09889984130859
1980-01-03,1980,1,3,-5.4116997718811
1980-01-04,1980,1,4,-3.3775999546051
1980-01-05,1980,1,5,-3.09419989585876
1980-01-06,1980,1,6,-4.84140014648438
1980-01-07,1980,1,7,-1.42079997062683
1980-01-08,1980,1,8,-3.87290000915527
1980-01-09,1980,1,9,-4.52479982376099
1980-01-10,1980,1,10,-6.5528998374939
1980-01-11,1980,1,11,-4.97060012817383
1980-01-12,1980,1,12,8.20040035247803
1980-01-13,1980,1,13,24.8957004547119
1980-01-14,1980,1,14,10.1963996887207
1980-01-15,1980,1,15,-6.40829992294312
1980-01-16,1980,1,16,-3.91770005226135
1980-01-17,1980,1,17,-7.44159984588623
1980-01-18,1980,1,18,-7.82880020141602
1980-01-19,1980,1,19,-3.26180005073547
1980-01-20,1980,1,20,-4.96750020980835
1980-01-21,1980,1,21,-1.21730005741119
1980-01-22,1980,1,22,0.630900025367737
1980-01-23,1980,1,23,-2.90179991722107
1980-01-24,1980,1,24,-1.66919994354248
1980-01-25,1980,1,25,-6.23110008239746
1980-01-26,1980,1,26,-2.46379995346069
1980-01-27,1980,1,27,-0.89709997177124
1980-01-28,1980,1,28,-5.68919992446899
1980-01-29,1980,1,29,-5.41060018539429
1980-01-30,1980,1,30,0.319599986076355
1980-01-31,1980,1,31,-1.18589997291565
1980-02-01,1980,2,1,-1.23849999904633
1980-02-02,1980,2,2,0.813700020313263
1980-02-03,1980,2,3,-2.87290000915527
1980-02-04,1980,2,4,15.1845998764038
1980-02-05,1980,2,5,46.7047996520996
1980-02-06,1980,2,6,44.4959983825684
1980-02-07,1980,2,7,30.292200088501
1980-02-08,1980,2,8,14.1529998779297
1980-02-09,1980,2,9,27.3439998626709
1980-02-10,1980,2,10,26.2359008789062
1980-02-11,1980,2,11,30.0181999206543
1980-02-12,1980,2,12,25.9025001525879
1980-02-13,1980,2,13,17.7856998443604
1980-02-14,1980,2,14,0.225700005888939
1980-02-15,1980,2,15,-1.35710000991821
1980-02-16,1980,2,16,-2.95760011672974
1980-02-17,1980,2,17,-0.12729999423027
1980-02-18,1980,2,18,3.23270010948181
1980-02-19,1980,2,19,-4.21269989013672
1980-02-20,1980,2,20,-4.83690023422241
1980-02-21,1980,2,21,-3.33299994468689
1980-02-22,1980,2,22,-2.43300008773804
1980-02-23,1980,2,23,-2.17050004005432
1980-02-24,1980,2,24,1.35979998111725
1980-02-25,1980,2,25,2.16729998588562
1980-02-26,1980,2,26,26.6581001281738
1980-02-27,1980,2,27,31.5076999664307
1980-02-28,1980,2,28,13.4280004501343
1980-02-29,1980,2,29,14.5440998077393
1980-03-01,1980,3,1,22.6637992858887
1980-03-02,1980,3,2,10.3268003463745
1980-03-03,1980,3,3,-5.90259981155396
1980-03-04,1980,3,4,-8.4109001159668
1980-03-05,1980,3,5,-3.36039996147156
1980-03-06,1980,3,6,-9.62950038909912
1980-03-07,1980,3,7,-8.72430038452148
1980-03-08,1980,3,8,0.438499987125397
1980-03-09,1980,3,9,-0.0559000000357628
1980-03-10,1980,3,10,0.101199999451637
1980-03-11,1980,3,11,2.96539998054504
1980-03-12,1980,3,12,-10.0376996994019
1980-03-13,1980,3,13,-1.98829996585846
1980-03-14,1980,3,14,8.98610019683838
1980-03-15,1980,3,15,9.15279960632324
1980-03-16,1980,3,16,13.3922004699707
1980-03-17,1980,3,17,14.0537996292114
1980-03-18,1980,3,18,13.8163003921509
1980-03-19,1980,3,19,17.3008003234863
1980-03-20,1980,3,20,33.9879989624023
1980-03-21,1980,3,21,33.815299987793
1980-03-22,1980,3,22,9.39560031890869
1980-03-23,1980,3,23,39.9001998901367
1980-03-24,1980,3,24,42.1800994873047
1980-03-25,1980,3,25,44.7807006835938
1980-03-26,1980,3,26,31.9559001922607
1980-03-27,1980,3,27,44.9474983215332
1980-03-28,1980,3,28,43.0723991394043
1980-03-29,1980,3,29,58.1493988037109
1980-03-30,1980,3,30,56.9509010314941
1980-03-31,1980,3,31,62.9860000610352
1980-04-01,1980,4,1,40.6679000854492
1980-04-02,1980,4,2,56.6016998291016
1980-04-03,1980,4,3,67.4328994750977
1980-04-04,1980,4,4,30.1298999786377
1980-04-05,1980,4,5,15.2318000793457
1980-04-06,1980,4,6,-3.26379990577698
1980-04-07,1980,4,7,1.62709999084473
1980-04-08,1980,4,8,59.9168014526367
1980-04-09,1980,4,9,60.6244010925293
1980-04-10,1980,4,10,61.3044013977051
1980-04-11,1980,4,11,66.9996032714844
1980-04-12,1980,4,12,71.5789031982422
1980-04-13,1980,4,13,91.3514022827148
1980-04-14,1980,4,14,83.0511016845703
1980-04-15,1980,4,15,73.146598815918
1980-04-16,1980,4,16,86.1700973510742
1980-04-17,1980,4,17,110.708999633789
1980-04-18,1980,4,18,108.582298278809
1980-04-19,1980,4,19,105.142097473145
1980-04-20,1980,4,20,75.3541030883789
1980-04-21,1980,4,21,26.5515003204346
1980-04-22,1980,4,22,-1.58759999275208
1980-04-23,1980,4,23,0.854399979114532
1980-04-24,1980,4,24,44.4436988830566
1980-04-25,1980,4,25,95.0177001953125
1980-04-26,1980,4,26,136.919906616211
1980-04-27,1980,4,27,112.276901245117
1980-04-28,1980,4,28,120.905700683594
1980-04-29,1980,4,29,103.407897949219
1980-04-30,1980,4,30,58.2845993041992
1980-05-01,1980,5,1,134.045303344727
1980-05-02,1980,5,2,134.061904907227
1980-05-03,1980,5,3,142.347503662109
1980-05-04,1980,5,4,117.489402770996
1980-05-05,1980,5,5,118.572898864746
1980-05-06,1980,5,6,144.248596191406
1980-05-07,1980,5,7,141.586196899414
1980-05-08,1980,5,8,105.79940032959
1980-05-09,1980,5,9,57.0634002685547
1980-05-10,1980,5,10,-2.34549999237061
1980-05-11,1980,5,11,1.1110999584198
1980-05-12,1980,5,12,2.93510007858276
1980-05-13,1980,5,13,7.70809984207153
1980-05-14,1980,5,14,36.456901550293
1980-05-15,1980,5,15,18.7192001342773
1980-05-16,1980,5,16,148.387603759766
1980-05-17,1980,5,17,158.814300537109
1980-05-18,1980,5,18,163.957702636719
1980-05-19,1980,5,19,169.512802124023
1980-05-20,1980,5,20,178.683807373047
1980-05-21,1980,5,21,166.824096679688
1980-05-22,1980,5,22,147.604400634766
1980-05-23,1980,5,23,90.2070999145508
1980-05-24,1980,5,24,43.3912010192871
1980-05-25,1980,5,25,43.804500579834
1980-05-26,1980,5,26,59.5082015991211
1980-05-27,1980,5,27,137.671997070312
1980-05-28,1980,5,28,128.03190612793
1980-05-29,1980,5,29,136.270492553711
1980-05-30,1980,5,30,116.099502563477
1980-05-31,1980,5,31,115.579299926758
1980-06-01,1980,6,1,110.240699768066
1980-06-02,1980,6,2,103.431800842285
1980-06-03,1980,6,3,155.771896362305
1980-06-04,1980,6,4,138.44709777832
1980-06-05,1980,6,5,188.890899658203
1980-06-06,1980,6,6,229.03190612793
1980-06-07,1980,6,7,233.323104858398
1980-06-08,1980,6,8,237.806503295898
1980-06-09,1980,6,9,236.018295288086
1980-06-10,1980,6,10,235.175094604492
1980-06-11,1980,6,11,234.929702758789
1980-06-12,1980,6,12,226.488998413086
1980-06-13,1980,6,13,227.119506835938
1980-06-14,1980,6,14,223.417892456055
1980-06-15,1980,6,15,229.957397460938
1980-06-16,1980,6,16,236.423202514648
1980-06-17,1980,6,17,234.674896240234
1980-06-18,1980,6,18,230.999801635742
1980-06-19,1980,6,19,229.885894775391
1980-06-20,1980,6,20,229.636901855469
1980-06-21,1980,6,21,230.568099975586
1980-06-22,1980,6,22,231.514694213867
1980-06-23,1980,6,23,232.401092529297
1980-06-24,1980,6,24,226.318298339844
1980-06-25,1980,6,25,228.248901367188
1980-06-26,1980,6,26,224.516799926758
1980-06-27,1980,6,27,231.636703491211
1980-06-28,1980,6,28,236.851104736328
1980-06-29,1980,6,29,173.306106567383
1980-06-30,1980,6,30,163.101104736328
1980-07-01,1980,7,1,128.445693969727
1980-07-02,1980,7,2,158.00700378418
1980-07-03,1980,7,3,199.063995361328
1980-07-04,1980,7,4,212.56770324707
1980-07-05,1980,7,5,222.961807250977
1980-07-06,1980,7,6,224.067901611328
1980-07-07,1980,7,7,222.429901123047
1980-07-08,1980,7,8,219.029006958008
1980-07-09,1980,7,9,223.724594116211
1980-07-10,1980,7,10,222.895797729492
1980-07-11,1980,7,11,224.552200317383
1980-07-12,1980,7,12,223.158798217773
1980-07-13,1980,7,13,218.65690612793
1980-07-14,1980,7,14,209.451095581055
1980-07-15,1980,7,15,220.125900268555
1980-07-16,1980,7,16,219.982498168945
1980-07-17,1980,7,17,216.641403198242
1980-07-18,1980,7,18,217.38639831543
1980-07-19,1980,7,19,218.997192382812
1980-07-20,1980,7,20,218.47770690918
1980-07-21,1980,7,21,218.636505126953
1980-07-22,1980,7,22,207.991500854492
1980-07-23,1980,7,23,209.544097900391
1980-07-24,1980,7,24,206.908401489258
1980-07-25,1980,7,25,206.987899780273
1980-07-26,1980,7,26,205.119705200195
1980-07-27,1980,7,27,203.681701660156
1980-07-28,1980,7,28,191.080505371094
1980-07-29,1980,7,29,191.823303222656
1980-07-30,1980,7,30,194.222900390625
1980-07-31,1980,7,31,189.20849609375
1980-08-01,1980,8,1,185.873199462891
1980-08-02,1980,8,2,191.949905395508
1980-08-03,1980,8,3,196.17529296875
1980-08-04,1980,8,4,194.568206787109
1980-08-05,1980,8,5,195.972396850586
1980-08-06,1980,8,6,195.363403320312
1980-08-07,1980,8,7,193.333999633789
1980-08-08,1980,8,8,185.879104614258
1980-08-09,1980,8,9,178.403396606445
1980-08-10,1980,8,10,176.722900390625
1980-08-11,1980,8,11,168.877899169922
1980-08-12,1980,8,12,165.980697631836
1980-08-13,1980,8,13,169.773696899414
1980-08-14,1980,8,14,169.419799804688
1980-08-15,1980,8,15,166.897201538086
1980-08-16,1980,8,16,164.541397094727
1980-08-17,1980,8,17,161.972305297852
1980-08-18,1980,8,18,159.020095825195
1980-08-19,1980,8,19,153.894607543945
1980-08-20,1980,8,20,147.795394897461
1980-08-21,1980,8,21,158.398101806641
1980-08-22,1980,8,22,154.329498291016
1980-08-23,1980,8,23,149.086502075195
1980-08-24,1980,8,24,113.777603149414
1980-08-25,1980,8,25,115.439002990723
1980-08-26,1980,8,26,154.05549621582
1980-08-27,1980,8,27,150.735900878906
1980-08-28,1980,8,28,150.921905517578
1980-08-29,1980,8,29,149.711807250977
1980-08-30,1980,8,30,150.744293212891
1980-08-31,1980,8,31,146.716003417969
1980-09-01,1980,9,1,152.66259765625
1980-09-02,1980,9,2,147.584503173828
1980-09-03,1980,9,3,139.327606201172
1980-09-04,1980,9,4,138.506607055664
1980-09-05,1980,9,5,135.365707397461
1980-09-06,1980,9,6,131.702392578125
1980-09-07,1980,9,7,97.2161026000977
1980-09-08,1980,9,8,83.6718978881836
1980-09-09,1980,9,9,134.116500854492
1980-09-10,1980,9,10,125.85009765625
1980-09-11,1980,9,11,123.350601196289
1980-09-12,1980,9,12,123.662803649902
1980-09-13,1980,9,13,121.040397644043
1980-09-14,1980,9,14,122.118698120117
1980-09-15,1980,9,15,106.032699584961
1980-09-16,1980,9,16,122.187896728516
1980-09-17,1980,9,17,115.113403320312
1980-09-18,1980,9,18,104.58080291748
1980-09-19,1980,9,19,93.5796966552734
1980-09-20,1980,9,20,111.792297363281
1980-09-21,1980,9,21,113.144798278809
1980-09-22,1980,9,22,113.036796569824
1980-09-23,1980,9,23,109.294296264648
1980-09-24,1980,9,24,104.803199768066
1980-09-25,1980,9,25,103.50350189209
1980-09-26,1980,9,26,97.8136978149414
1980-09-27,1980,9,27,93.5309982299805
1980-09-28,1980,9,28,96.8582992553711
1980-09-29,1980,9,29,95.7083969116211
1980-09-30,1980,9,30,85.3824005126953
1980-10-01,1980,10,1,86.5997009277344
1980-10-02,1980,10,2,84.7080001831055
1980-10-03,1980,10,3,78.7685012817383
1980-10-04,1980,10,4,76.8506011962891
1980-10-05,1980,10,5,71.4669036865234
1980-10-06,1980,10,6,79.2435989379883
1980-10-07,1980,10,7,74.9192962646484
1980-10-08,1980,10,8,72.3920974731445
1980-10-09,1980,10,9,71.1636962890625
1980-10-10,1980,10,10,71.434196472168
1980-10-11,1980,10,11,56.5853996276855
1980-10-12,1980,10,12,57.4763984680176
1980-10-13,1980,10,13,77.5099029541016
1980-10-14,1980,10,14,22.853099822998
1980-10-15,1980,10,15,15.5052003860474
1980-10-16,1980,10,16,15.2698001861572
1980-10-17,1980,10,17,10.7971000671387
1980-10-18,1980,10,18,71.6996994018555
1980-10-19,1980,10,19,68.6163024902344
1980-10-20,1980,10,20,64.1297988891602
1980-10-21,1980,10,21,60.5372009277344
1980-10-22,1980,10,22,57.4799995422363
1980-10-23,1980,10,23,55.8390007019043
1980-10-24,1980,10,24,54.0685997009277
1980-10-25,1980,10,25,45.9748001098633
1980-10-26,1980,10,26,-10.5602998733521
1980-10-27,1980,10,27,55.2046012878418
1980-10-28,1980,10,28,52.094799041748
1980-10-29,1980,10,29,49.5307006835938
1980-10-30,1980,10,30,47.5279006958008
1980-10-31,1980,10,31,44.1581001281738
1980-11-01,1980,11,1,43.2643013000488
1980-11-02,1980,11,2,41.5873985290527
1980-11-03,1980,11,3,40.1311988830566
1980-11-04,1980,11,4,38.0097999572754
1980-11-05,1980,11,5,33.6794013977051
1980-11-06,1980,11,6,33.5391998291016
1980-11-07,1980,11,7,33.8171997070312
1980-11-08,1980,11,8,31.9745006561279
1980-11-09,1980,11,9,33.9393005371094
1980-11-10,1980,11,10,19.5515003204346
1980-11-11,1980,11,11,-0.542100012302399
1980-11-12,1980,11,12,-6.15509986877441
1980-11-13,1980,11,13,29.0734996795654
1980-11-14,1980,11,14,34.4525985717773
1980-11-15,1980,11,15,31.2940006256104
1980-11-16,1980,11,16,29.2677001953125
1980-11-17,1980,11,17,27.9915008544922
1980-11-18,1980,11,18,28.2649002075195
1980-11-19,1980,11,19,26.8843994140625
1980-11-20,1980,11,20,24.6788005828857
1980-11-21,1980,11,21,25.1935005187988
1980-11-22,1980,11,22,26.7754993438721
1980-11-23,1980,11,23,6.71829986572266
1980-11-24,1980,11,24,1.09379994869232
1980-11-25,1980,11,25,7.38059997558594
1980-11-26,1980,11,26,19.9305992126465
1980-11-27,1980,11,27,21.4260997772217
1980-11-28,1980,11,28,20.3118000030518
1980-11-29,1980,11,29,20.742000579834
1980-11-30,1980,11,30,17.1550998687744
1980-12-01,1980,12,1,3.16499996185303
1980-12-02,1980,12,2,4.67519998550415
1980-12-03,1980,12,3,11.3565998077393
1980-12-04,1980,12,4,2.31480002403259
1980-12-05,1980,12,5,-7.24459981918335
1980-12-06,1980,12,6,-4.22590017318726
1980-12-07,1980,12,7,-2.84820008277893
1980-12-08,1980,12,8,-2.54769992828369
1980-12-09,1980,12,9,-2.74329996109009
1980-12-10,1980,12,10,-2.08509993553162
1980-12-11,1980,12,11,-0.88919997215271
1980-12-12,1980,12,12,-0.748000025749207
1980-12-13,1980,12,13,2.99259996414185
1980-12-14,1980,12,14,4.97669982910156
1980-12-15,1980,12,15,7.07620000839233
1980-12-16,1980,12,16,12.6548004150391
1980-12-17,1980,12,17,22.5629005432129
1980-12-18,1980,12,18,21.5384998321533
1980-12-19,1980,12,19,14.8898000717163
1980-12-20,1980,12,20,18.5179996490479
1980-12-21,1980,12,21,3.58540010452271
1980-12-22,1980,12,22,7.35099983215332
1980-12-23,1980,12,23,18.0764999389648
1980-12-24,1980,12,24,17.3782997131348
1980-12-25,1980,12,25,20.0919990539551
1980-12-26,1980,12,26,17.4412002563477
1980-12-27,1980,12,27,19.1690006256104
1980-12-28,1980,12,28,17.7982997894287
1980-12-29,1980,12,29,16.0305004119873
1980-12-30,1980,12,30,15.3675003051758
1980-12-31,1980,12,31,16.6674995422363
1981-01-01,1981,1,1,19.403299331665
1981-01-02,1981,1,2,21.1620006561279
1981-01-03,1981,1,3,13.1894998550415
1981-01-04,1981,1,4,2.91700005531311
1981-01-05,1981,1,5,20.6534004211426
1981-01-06,1981,1,6,19.2404003143311
1981-01-07,1981,1,7,22.7509994506836
